ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Fuel,Vent Type,Storage Volume (gallons),First Hour Rating (gallons),Maximum Gallons Per Minute,Minimum Gallons Per Minute,Draw Pattern (Intended Usage),Uniform Energy Factor (UEF),Therms/year for Natural Gas,Gallons/year for Propane,Max. Input Rate for Gas Products (Btu/hr),Max. Amps,Recovery Efficiency (%),Tank Height (inches),Height to Vent (inches),Tank Diameter (inches),Vent Size 1 (inches),Vent Size 2 (inches),Water Heater Depth (inches),Water Heater Height (inches),Water Heater Width (inches),Connected Capable,Connects Using,DR Protocol,Communication Hardware Architecture,Load Up Functionality,Optional Operational Mode Functionality,Time of Use Schedule,Primary Communication Module/Device Brand Name and Model Number,Is Broadband Internet Connection Needed for Demand Response?,Refrigerant Type,Refrigerant with GWP,Sound Pressure Level,Date Available On Market,Date Certified,Markets,CB Model Identifier,Tax Credit Eligible
4015975,A.O. Smith Corporation,A. O. Smith,ATM-199M-N 1**,GT15TM-199M-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_GT15TM-199M-N_04112025020723_25217229780,Yes
4015974,A.O. Smith Corporation,A. O. Smith,ATM-199M-N 1**,GT15TM-199X3-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_GT15TM-199X3-N_04112025020723_25217229781,Yes
2408785,A.O. Smith Corporation,GSW WATER HEATERS,T-H3S-DV-N,GSWT-340H-N 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,Canada,ES_92897_GSWT-340H-N 1**_02212023100151_9000819,Yes
2408784,A.O. Smith Corporation,GSW WATER HEATERS,T-H3S-DV-N,GSWT-340H-P 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,Canada,ES_92897_GSWT-340H-P 1*1_02212023100152_9609912,Yes
2862480,A.O. Smith Corporation,GSW WATER HEATERS,ATHR-160M 1**,GTHR-160M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_GTHR-160M 1**_12152023003254_1149364,Yes
2862478,A.O. Smith Corporation,GSW WATER HEATERS,ATHR-160M 1**,GTHR-160X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_GTHR-160X3 1**_12152023003254_8207736,Yes
2862525,A.O. Smith Corporation,GSW WATER HEATERS,ATHR-180M 1**,GTHR-180M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_GTHR-180M 1**_12152023003246_9182368,Yes
2862524,A.O. Smith Corporation,GSW WATER HEATERS,ATHR-180M 1**,GTHR-180X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_GTHR-180X3 1**_12152023003248_2441759,Yes
2862495,A.O. Smith Corporation,GSW WATER HEATERS,ATHR-199M 1**,GTHR-199M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_GTHR-199M 1**_12152023003238_2816622,Yes
2862493,A.O. Smith Corporation,GSW WATER HEATERS,ATHR-199M 1**,GTHR-199X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_GTHR-199X3 1**_12152023003239_7251518,Yes
4015976,A.O. Smith Corporation,GSW WATER HEATERS,ATM-160M-N 1**,GTM-160X3-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,Canada,ES_92897_GTM-160X3-N_04112025020724_25217229791,Yes
4015977,A.O. Smith Corporation,GSW WATER HEATERS,ATM-180M-N 1**,GTM-180X3-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,Canada,ES_92897_GTM-180X3-N_04112025020724_25217229790,Yes
4015973,A.O. Smith Corporation,GSW WATER HEATERS,ATM-199M-N 1**,GTM-199X3-N,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,Canada,ES_92897_GTM-199X3-N_04112025020723_25217229789,Yes
2862479,A.O. Smith Corporation,John Wood,ATHR-160M 1**,JTHR-160M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_JTHR-160M 1**_12152023003254_7728781,Yes
2862477,A.O. Smith Corporation,John Wood,ATHR-160M 1**,JTHR-160X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_JTHR-160X3 1**_12152023003254_8908492,Yes
2862527,A.O. Smith Corporation,John Wood,ATHR-180M 1**,JTHR-180M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_JTHR-180M 1**_12152023003244_6318601,Yes
2862526,A.O. Smith Corporation,John Wood,ATHR-180M 1**,JTHR-180X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_JTHR-180X3 1**_12152023003244_3566446,Yes
2862497,A.O. Smith Corporation,John Wood,ATHR-199M 1**,JTHR-199M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_JTHR-199M 1**_12152023003237_4775590,Yes
2862494,A.O. Smith Corporation,John Wood,ATHR-199M 1**,JTHR-199X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,Canada,ES_92897_JTHR-199X3 1**_12152023003239_779596,Yes
2408783,A.O. Smith Corporation,John Wood,T-H3S-DV-N,JWT-340H-N 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,Canada,ES_92897_JWT-340H-N 1**_02212023100152_3151489,Yes
2408782,A.O. Smith Corporation,John Wood,T-H3S-DV-N,JWT-340H-P 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,Canada,ES_92897_JWT-340H-P 1*1_02212023100152_328597,Yes
2408655,A.O. Smith Corporation,Lochinvar,T-H3-OS-N 1**,LCT-199O-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_LCT-199O-N 1**_02212023100550_2605417,Yes
2408652,A.O. Smith Corporation,Lochinvar,T-H3-OS-N 1**,LCT-199O-P 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_LCT-199O-P 1*1_02212023100550_6707618,Yes
2862485,A.O. Smith Corporation,Lochinvar,ATHR-160M 1**,LTHR-160M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_LTHR-160M 1**_12152023003251_5437899,Yes
2862482,A.O. Smith Corporation,Lochinvar,ATHR-160M 1**,LTHR-160X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_LTHR-160X3 1**_12152023003251_3080679,Yes
2863531,A.O. Smith Corporation,Lochinvar,ATHR-180M 1**,LTHR-180M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_LTHR-180M 1**_12152023003243_4866605,Yes
2863530,A.O. Smith Corporation,Lochinvar,ATHR-180M 1**,LTHR-180X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_LTHR-180X3 1**_12152023003245_5253738,Yes
2862501,A.O. Smith Corporation,Lochinvar,ATHR-199M 1**,LTHR-199M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_LTHR-199M 1**_12152023003234_7888523,Yes
2862499,A.O. Smith Corporation,Lochinvar,ATHR-199M 1**,LTHR-199X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_LTHR-199X3 1**_12152023003236_3334324,Yes
2408793,A.O. Smith Corporation,Lochinvar,T-H3S-DV-N,LTI-340H-N 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_LTI-340H-N 1**_02212023100032_4117555,Yes
2408792,A.O. Smith Corporation,Lochinvar,T-H3S-DV-N,LTI-340H-P 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_LTI-340H-P 1*1_02212023100032_7787275,Yes
2408743,A.O. Smith Corporation,Lochinvar,T-H3S-DV-N,LTI-340X3-N 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_LTI-340X3-N 1**_02212023100253_7175139,Yes
2408742,A.O. Smith Corporation,Lochinvar,T-H3S-DV-N,LTI-340X3-P 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_LTI-340X3-P 1*1_02212023100253_9977085,Yes
4015968,A.O. Smith Corporation,Lochinvar,ATM-160M-N 1**,LTM-160M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_LTM-160M-N 1**_04102025015607_25217226661,Yes
4015970,A.O. Smith Corporation,Lochinvar,ATM-160M-N 1**,LTM-160X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_LTM-160X3-N 1**_04102025015608_25217226662,Yes
4015959,A.O. Smith Corporation,Lochinvar,ATM-180M-N 1**,LTM-180M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_LTM-180M-N 1**_04102025015604_25217226650,Yes
4015958,A.O. Smith Corporation,Lochinvar,ATM-180M-N 1**,LTM-180X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_LTM-180X3-N 1**_04102025015604_25217226651,Yes
4015949,A.O. Smith Corporation,Lochinvar,ATM-199M-N 1**,LTM-199M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_LTM-199M-N 1**_04102025015601_25217226641,Yes
4015950,A.O. Smith Corporation,Lochinvar,ATM-199M-N 1**,LTM-199X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_LTM-199X3-N 1**_04102025015601_25217226642,Yes
2408809,A.O. Smith Corporation,Lochinvar,T-H3J-OS-N,LTO-240H-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_LTO-240H-N 1**_02212023100021_4544892,Yes
2408808,A.O. Smith Corporation,Lochinvar,T-H3J-OS-N,LTO-240H-P 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_LTO-240H-P 1*1_02212023100022_6531008,Yes
2408730,A.O. Smith Corporation,Lochinvar,T-H3J-OS-N,LTO-240X3-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_LTO-240X3-N 1**_02212023100256_3674694,Yes
2408731,A.O. Smith Corporation,Lochinvar,T-H3J-OS-N,LTO-240X3-P 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_LTO-240X3-P 1*1_02212023100256_7594010,Yes
2408657,A.O. Smith Corporation,Lochinvar,T-H3-OS-N 1**,LTO-540H-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_LTO-540H-N 1**_02212023100549_194997,Yes
2408654,A.O. Smith Corporation,Lochinvar,T-H3-OS-N 1**,LTO-540H-P 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_LTO-540H-P 1*1_02212023100550_222087,Yes
2408771,A.O. Smith Corporation,Lochinvar,T-H3-OS-N 1**,LTO-540HX3-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_LTO-540HX3-N 1**_02212023100205_217879,Yes
2408770,A.O. Smith Corporation,Lochinvar,T-H3-OS-N 1**,LTO-540HX3-P 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,"United States, Canada",ES_92897_LTO-540HX3-P 1*1_02212023100205_6579768,Yes
2408656,A.O. Smith Corporation,Lochinvar,T-H3-OS-N 1**,LTO-540P-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_LTO-540P-N 1**_02212023100550_3641015,Yes
2408653,A.O. Smith Corporation,Lochinvar,T-H3-OS-N 1**,LTO-540P-P 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_LTO-540P-P 1*1_02212023100550_1443807,Yes
3555675,Azure Canada Inc.,Kepler,JSG52-32PCH/199KNP,JSG52-32PCH/199KNP,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.7,0.6,High-Usage,0.96,175,191.25,199000,1.3,0.99,,,,2,3,11,26.8,17.3,No,,,,,,,,,,,,05/30/2024,03/18/2024,"United States, Canada",ES_1150713_JSG52-32PCH/199KNP_07312024123523_80212398,Yes
3555676,Azure Canada Inc.,Kepler,JSG52-32PCH/199KWP,JSG52-32PCH/199KWP,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.7,0.6,High-Usage,0.96,175,191.25,199000,1.3,0.99,,,,2,3,11,26.8,17.3,No,,,,,,,,,,,,05/30/2024,03/18/2024,"United States, Canada",ES_1150713_JSG52-32PCH/199KWP_07312024123523_80212398,Yes
2453077,Bosch Thermotechnology Corporation,Bosch,Greentherm,T9800 SE 160,,52575110431,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,4.6,0.5,High-Usage,0.95,178,194.53,160000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,12/01/2016,04/07/2023,"United States, Canada",ES_16809_T9800 SE 160_03282023091335_4079927,Yes
2408822,Bosch Thermotechnology Corporation,Bosch,Greentherm,T9800 SE 199,,52575110455,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,5.4,0.5,High-Usage,0.95,178,194.53,199000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,12/01/2016,07/06/2023,"United States, Canada",ES_16809_T9800 SE 199_02212023095716_835748,Yes
2453075,Bosch Thermotechnology Corporation,Bosch,Greentherm,T9800 SEO 160,,52575110448,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,4.6,0.5,High-Usage,0.95,178,194.53,160000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,12/01/2016,04/07/2023,"United States, Canada",ES_16809_T9800 SEO 160_03282023091337_2237259,Yes
2408821,Bosch Thermotechnology Corporation,Bosch,Greentherm,T9800 SEO 199,,52575110516,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,5.4,0.5,High-Usage,0.95,178,194.53,199000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,12/01/2016,07/06/2023,"United States, Canada",ES_16809_T9800 SEO 199_02212023095716_4607742,Yes
2408475,Bosch Thermotechnology Corporation,Bosch,Greentherm,T9900I SE 199,,52575110493,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,5.4,0.5,High-Usage,0.95,178,194.53,199000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,12/01/2016,07/06/2023,"United States, Canada",ES_16809_T9900I SE 199_02212023095717_3179519,Yes
2453076,Bosch Thermotechnology Corporation,Bosch,Greentherm,T9900 SE 160,,52575110479,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,4.6,0.5,High-Usage,0.95,178,194.53,160000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,12/01/2016,04/07/2023,"United States, Canada",ES_16809_T9900 SE 160_03282023091337_8465194,Yes
2408820,Bosch Thermotechnology Corporation,Bosch,Greentherm,T9900 SE 199,,52575110486,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,5.4,0.5,High-Usage,0.95,178,194.53,199000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,12/01/2016,07/06/2023,"United States, Canada",ES_16809_T9900 SE 199_02212023095716_2969022,Yes
2454329,Bosch Thermotechnology Corporation,Bradford White,RTG-K-160N2,RTG-K-160N1,,52575110431,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,4.6,0.5,High-Usage,0.95,178,194.53,160000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,07/01/2018,04/17/2023,"United States, Canada",ES_16809_RTG-K-160N1_04172023121905_2252944,Yes
2454330,Bosch Thermotechnology Corporation,Bradford White,RTG-K-160N2,RTG-K-160N2,,52575110431,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,4.6,0.5,High-Usage,0.95,178,194.53,160000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,07/01/2018,04/17/2023,"United States, Canada",ES_16809_RTG-K-160N2_04172023121903_3945474,Yes
2472807,Bosch Thermotechnology Corporation,Bradford White,RTG-K-199N1,RTG-K-199N1,,52575110455,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,5.4,0.5,High-Usage,0.95,178,194.53,199000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,09/01/2018,06/07/2023,"United States, Canada",ES_16809_RTG-K-199N1_05042023161040_6705107,Yes
2472806,Bosch Thermotechnology Corporation,Bradford White,RTG-K-199N2,RTG-K-199N2,,52575110455,Gas Tankless,"Natural Gas, Propane",Direct Vent,,,5.4,0.5,High-Usage,0.95,178,194.53,199000,2.7,,,,,2,,10,32,19,No,,,,,,,,,,,,07/01/2018,06/07/2023,"United States, Canada",ES_16809_RTG-K-199N2_05042023161041_6194066,Yes
4015956,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATM-180M-N 1**,RTM-180X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,5.4,1,High-Usage,0.95,178,194.53,180000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_RTM-180X3-N 1**_04102025015604_25217226649,Yes
4015948,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATM-199M-N 1**,RTM-199M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_RTM-199M-N 1**_04102025015601_25217226639,Yes
4015944,A.O. Smith Corporation,RELIANCE WATER HEATERS,ATM-199M-N 1**,RTM-199X3-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,6,1,High-Usage,0.95,178,194.53,199000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_RTM-199X3-N 1**_04102025015559_25217226640,Yes
2408807,A.O. Smith Corporation,RELIANCE WATER HEATERS,T-H3J-OS-N,TS-240-GEH 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_TS-240-GEH 1**_02212023100022_4124846,Yes
2408806,A.O. Smith Corporation,RELIANCE WATER HEATERS,T-H3J-OS-N,TS-240-LEH 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_TS-240-LEH 1*1_02212023100022_7275934,Yes
2408733,A.O. Smith Corporation,RELIANCE WATER HEATERS,T-H3J-OS-N,TS-240X3-GEH 1**,,,Gas Tankless,Natural Gas,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_TS-240X3-GEH 1**_02212023100256_6318723,Yes
2408732,A.O. Smith Corporation,RELIANCE WATER HEATERS,T-H3J-OS-N,TS-240X3-LEH 1*1,,,Gas Tankless,Propane,Power Vent,,,4.7,1,High-Usage,0.95,178,194.53,160000,5,,,,,0,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_TS-240X3-LEH 1*1_02212023100256_5526102,Yes
2408791,A.O. Smith Corporation,RELIANCE WATER HEATERS,T-H3S-DV-N,TS-340-GIH 1**,,,Gas Tankless,Natural Gas,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_TS-340-GIH 1**_02212023100033_9809674,Yes
2408790,A.O. Smith Corporation,RELIANCE WATER HEATERS,T-H3S-DV-N,TS-340-LIH 1*1,,,Gas Tankless,Propane,Power Direct Vent,,,5.4,1,High-Usage,0.95,178,194.53,180000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,08/01/2012,02/23/2023,"United States, Canada",ES_92897_TS-340-LIH 1*1_02212023100033_3574059,Yes
